ID,Starting URL,Task,Policy,Args,
650,https://github.com,"On github, create a new public repository named ""MyFirstProject"" with an initial README file using GitHub’s web interface.",create_repository,
651,https://github.com,"On github, in the repository ""octocat/Hello-World"", create a new issue titled ""Bug Report: Cannot load homepage"" with a description requesting help on solving this issue.",create_issue,
652,https://github.com,"Fork the repository ""microsoft/vscode"" to your GitHub account and verify that the fork appears in your profile repository list.",fork_repository,
653,https://github.com,"In your Github repository ""username/sample-repo"", create a new branch called ""feature/login"" and commit a file named ""login.md"" with placeholder text.","create_branch,commit_file",
654,https://github.com,"On github, initiate a pull request to merge the ""feature/login"" branch into the ""main"" branch in the repository ""username/sample-repo"", including a one line explanation for the change.",create_pull_request,
655,https://github.com,"On github, add a new Wiki page titled ""Setup Guide"" to the repository ""username/documentation-repo"" and write a short introductory paragraph.",create_wiki_page,
656,https://github.com,"Create a new GitHub Gist containing a Python code snippet that prints ""Hello GitHub"" and share the generated link.", create_gist,
657,https://github.com,"Set up GitHub Pages for a repository containing your personal website by enabling the GitHub Pages feature in its settings.",modify_page_settings,
658,https://github.com,"Write a comment on the first pull request in the ""tensorflow/tensorflow"" repository approving of the change on github.",comment_pull_request,
659,https://github.com,"Start a new issue in your Github repository ""username/opensource-project"" to request community feedback on the latest commits.",create_issue,
660,https://github.com,"Create a repository called ""OldProject"" on your Github account then delete the repository named ""OldProject"" from your GitHub account and verify its no longer there.","create_repository,delete_repository",
661,https://github.com,"Create a Github repository called ""sample-repo"" with a new branch ""old-feature"" then delete the ""old-feature"" branch using GitHub’s branch management options.","create_repository,create_branch,delete_branch",
662,https://github.com,"Create a GitHub Gist, then delete the created GitHub Gist and verify it is gone.","create_gist,delete_gist",
663,https://github.com,"On github, create a ""Hello-World"" repository and create an issue for that repo. Then delete the issue created for that repository and verify it is gone.","create_repository,create_issue,delete_issue",
664,https://github.com,"On github, download the ""CONTRIBUTING.md"" file from the ""microsoft/vscode"" repository and review its contents to ensure it provides clear contribution guidelines.",download_file,
665,https://github.com,"Find and list the names of the top 5 trending public repositories on GitHub in the ""Python"" language.",
666,https://github.com,"Locate the GitHub FAQ section and extract three common questions related to repository privacy.",
667,https://github.com,"Read through the GitHub Terms of Service and extract the section that details account termination policies..",
668,https://github.com,"On github, search for repositories containing the phrase ""machine learning"" in their description and extract the names of the first 10 results.",
669,https://github.com,"Inspect the commit history for the gitbub repository ""nodejs/node"" and determine which commit shows the largest number of file changes.",
670,https://github.com,"Create a github repo titled ""MyFirstProject,"" then update the description of the repository ""MyFirstProject"" to read ""This is my first public project on GitHub.""","create_repository,edit_repository_metadata",
671,https://github.com,"On github, create an issue for the ""octocat/Hello-World"" repository titled ""Bug Fix"" then update the title of the issue to ""Bug Report: Cannot load homepage.""","create_issue,edit_issue",
672,https://github.com,"Create a Github repository named ""sample-repo-2"" then change the branch protection rules for the ""main"" branch in your repository to require at least one approving review before merging any changes.","create_repository,modify_branch_protection",
673,https://github.com,"Create a Github repository titled ""username/MyFirstProject"" then edit the ""README.md"" file in your repository ""username/MyFirstProject"" to include a new section outlining installation instructions.","create_repository,commit_file",
