ID,Starting URL,Task,Policy,Args,
1452,https://resy.com,"On resy, create a new reservation for two at ""Blue Box Café by Daniel Boulud"" on Dec 25 of 2025, then summarize the confirmation.",create_reservation_with_limit,"{""create_reservation_with_limit"":{""number_of_guests"": 2, ""date_of_reservation"": ""2025-12-25""}}"
1455,https://resy.com,"Book a last-minute table reservation on Dec 16, 2025 for two at a high rated La Jolla restaurant with Resy.",create_reservation_with_limit,"{""create_reservation_with_limit"":{""number_of_guests"": 2, ""date_of_reservation"": ""2025-12-16""}}"
1456,https://resy.com,"Using resy, create a reservation request for a large group of eight at a restaurant in ""NoMad Diner"" on 2025-12-25, including a note requesting a private dining area.",create_reservation_with_limit,"{""create_reservation_with_limit"":{""number_of_guests"": 8, ""date_of_reservation"": ""2025-12-25""}}"
1458,https://resy.com,"With Resy, build a favorites list named ""My Goto"" on Resy by adding the restaurants ""Sushi Lin Upper West Side,"" ""Passerine,"" and ""Hutong New York.""","create_list,add_to_list",
1462,https://resy.com,"On Resy, book a new Sunday brunch reservation for two at ""The Smith - Midtown"" on Jan 1, 2026, including a note to request a window seat.",create_reservation_with_limit,"{""create_reservation_with_limit"":{""number_of_guests"": 2, ""date_of_reservation"": ""2026-01-01""}}"
1463,https://resy.com,"On resy, set up a dining event alert on Resy by setting up notifications for table openings at ""Nobu"" over the upcoming Saturday evening.",set_notification,
1464,https://resy.com,"On resy, create a personalized list titled ""Romantic Dinners"" on Resy and add the restaurants ""Le Bernardin,"" ""Jeju Noodle Bar,,"" and ""Eleven Madison Park"" to it.","create_list,add_to_list",
1465,https://resy.com,"On RESY, create a reservation at ""Tacombi - Fidi"" at any time frame today. Then select the upcoming reservation at ""Tacombi - Fidi,"" and cancel the booking — confirm its removal from your schedule.","create_reservation,cancel_reservation",
1466,https://resy.com,"Add ""Passerine"" to the hit list in your Resy account. then access your hit list on Resy and remove it from the list.","add_to_list,remove_from_list",
1467,https://resy.com,"Locate the profile page for ""jeju Noodle Bar"" in West Village, New York to extract details such as its chef, address, and phone number using Resy.",
1468,https://resy.com,"How many $'s does the Carbone in Greenwich Village, New York have? Find this information on Resy.",
1469,https://resy.com,"Search for available reservation times for a French restaurant in New York City on an upcoming Friday evening on Resy.",
1470,https://resy.com,"Find Arden, in New York on RESY. List the available dining times for tonight.",
1472,https://resy.com,"Make a reservation a table for 4 guests at ""Tacombi - Williamsburg"" for 7:00 PM at Nov 22, 2026 on resy. Then modify your ""Tacombi - Williamsburg"" reservation by changing the dinner time from 7:00 PM to 8:00 PM.","create_reservation_with_limit,update_reservation","{""create_reservation_with_limit"":{""number_of_guests"": 4, ""date_of_reservation"": ""2026-11-22""}}",
1476,https://resy.com,"Using resy, make a standard reservation for the nearest time at ""Mission Chinese Food, NYC."" Then edit your upcoming reservation at ""Mission Chinese Food, NYC"" to add a note about dietary restrictions.","create_reservation,update_reservation",
