index,task,url,source,functional_category,profile
aDUZsHGDATdWGluXuuoT1,Make a playlist and add 3 songs from popular Selena Gomez tracks and name it Love in soundcloud,https://soundcloud.com,mind_2_web_train,media_consumption,media_library_platform
3pgcXaIyKP86RuRIAYxuL,View the toddler collection and add one pair of the cheapest socks for a 6 months to 5 years to the wishlist in uniqlo,https://www.uniqlo.com,mind_2_web_train,transactional_commerce,commerce_platform
lH6Wm01-tqjwC26s_TCW_,"Search and book the cheapest daytime only monthly parking option in Seattle near Stripe, 5th Avenue in spothero",https://spothero.com,mind_2_web_train,navigation_geospatial,information_reference_platform
Z4sN-x3Om-1ceaX-MGZOh,Add to my cart a women's T-shirt priced under 10 dollars in uniqlo,https://www.uniqlo.com,mind_2_web_train,transactional_commerce,commerce_platform
U48JEskxYwDR2suJariKt,Schedule COVID-19 test appointment at 90028 in cvs,https://www.cvs.com,mind_2_web_train,transactional_commerce,commerce_platform
ERwj-HJ1LyzPg78HDFLXl,Add a NBA basketball game for the PS5 to the shoping cart in gamestop,https://www.gamestop.com,mind_2_web_train,transactional_commerce,commerce_platform
PXNnM5AIwCbqfP9xGvbGF,"Trade in a Nemo Front Porch 2P Tent via mail with my membership info Joe Bloggs, phone number 123456789 in rei",https://www.rei.com,mind_2_web_train,transactional_commerce,commerce_platform
iqjHVXgRt7rDjJLy88EDX,"Send a 50-dollar home sweet home gift to my friend John with the message Congrats on your new home, and add this card to your cart and checkout in menards",https://www.menards.com,mind_2_web_train,transactional_commerce,commerce_platform
4mvk0HOEdSNyXU_bN4t3t,Add a CVS brand covid home test kit to the cart in cvs,https://www.cvs.com,mind_2_web_train,transactional_commerce,commerce_platform
NupriBvqw19uWKQKgcHRS,Shop for a Four Points by Sheraton gift card of value 150 dollars with Marriott deluxe box and add it to the cart in the name of Clara from James with happy Christmas message and checkout in marriott,https://www.marriott.com,mind_2_web_train,travel_booking,reservation_service_platform
A7Up6gk7TOHyt9JQi3q_-,Add cheapest vitamin C and D to cart in cvs,https://www.cvs.com,mind_2_web_train,transactional_commerce,commerce_platform
20FCgYpxo46TXUhCKHWwg,Show offers on home essentials under $10 and add the first 3 items to favorites  in ikea,https://www.ikea.com,mind_2_web_train,transactional_commerce,commerce_platform
Nu3toZ1yyvv1s9Ftfjrme,"Find the cheapest surge protector with 6 to 8 outlets under 25 dollars with customer reviews above 4+, add 2 pieces to the cart in amazon",https://www.amazon.com,mind_2_web_train,transactional_commerce,commerce_platform
yD3SHg-3yHxUm0FUanCrg,Find Dota 2 game and add all DLC to cart in steam,https://store.steampowered.com,mind_2_web_train,transactional_commerce,commerce_platform
h0G9XbhXtNOYnfhwvejkU,Add Prometheus movie to watchlist in imdb,https://www.imdb.com,mind_2_web_train,media_consumption,media_library_platform
fsUmYceXQAE1lUfA183e7,Buy the number 4 ranked board game on the geekmarket in boardgamegeek,https://boardgamegeek.com,mind_2_web_train,transactional_commerce,commerce_platform
BjbRT3SNSF2SxNhAtSXVj,Find organic dog food and add it to the cart in target,https://www.target.com,mind_2_web_train,transactional_commerce,commerce_platform
zZlS3taTzRyPq-m4lWHCK,Check the order status using an order number of24124124091. The email address is boobear@gmail.com in apple,https://secure4.store.apple.com,mind_2_web_train,other,information_reference_platform
ZRq7EDGfNJ5NBmy9hTgJG,Find spare parts with part number 105307 and add 2 of them to cart in ikea,https://www.ikea.com,mind_2_web_train,transactional_commerce,commerce_platform
zXsB0ygbki-pcS0BM2Skg,Find The Last of Us series and add it to my watch list in imdb,https://www.imdb.com,mind_2_web_train,media_consumption,media_library_platform
X5m9qkSNQOIWI3CG09YpA,Track an order using the order number of 456481897 and phone number of 8984486417 in menards,https://www.menards.com,mind_2_web_train,transactional_commerce,commerce_platform
Wv_JGFcLQjNeixfgvi_LN,Find a men's UA outlet T-shirt of XL size and add to cart in underarmour,https://www.underarmour.co.uk,mind_2_web_train,transactional_commerce,commerce_platform
WNMTXa3VrrQcntjftvi3G,"Add documentary  ""The Elephant Whisperers"" and ""The Magician's Elephant"" to the watchlist in imdb",https://www.imdb.com,mind_2_web_train,media_consumption,media_library_platform
UzNfnbCsQU9VbyuaUY9ID,"Buy a $25 digital gift card for Tim Stebee, whose email address is scisoorbros@gmail.com. Fill in sender name Jeerimiah Waton in gamestop",https://www.gamestop.com,mind_2_web_train,transactional_commerce,commerce_platform
UoI3S1NseUPgO195KNgml,"Find a pair of mens running shoes in black, size 7 extra wide, 4+ stars and under $50 and add them to my cart in amazon",https://www.amazon.com,mind_2_web_train,transactional_commerce,commerce_platform
T6OXnL81KmfZhInorCJ7g,"Add $100 Google Play Gift Card to cart and recipient email address as abc@abc.com, user's name as Micheal in Amazon",https://www.amazon.com,mind_2_web_train,transactional_commerce,commerce_platform
SWZ9bPJuEfhVn3zj7Aemm,Renew a existing KOA rewards account with the rewards number 1000000001 e postal code 10023 in koa,https://koa.com,mind_2_web_train,membership_services,commerce_platform
sW9TdsZUOKcgw9M7jB7NI,Add the most most popular of all time tab to a playlist in ultimate-guitar,https://www.ultimate-guitar.com,mind_2_web_train,media_consumption,media_library_platform
SDkn6SOxhr4DMv4seBepo,Add zyrtec to the cart for pickup at the nearest  CVS to zip code 90028 in cvs,https://www.cvs.com,mind_2_web_train,transactional_commerce,commerce_platform
rPr8bIONPSXD0LlKoN4gF,Add two $50 playstation store gift cards to cart in gamestop,https://www.gamestop.com,mind_2_web_train,transactional_commerce,commerce_platform
rDvi1c_KyOQRqvEOaoN9g,Book an hourly parking at Atlanta International Airport in spothero,https://spothero.com,mind_2_web_train,navigation_geospatial,information_reference_platform
QVzXOEzKiGiA5j28d644i,Upgrade the count of the current SSD in my cart to 10 in newegg,https://www.newegg.com,mind_2_web_train,transactional_commerce,commerce_platform
pIWJqqtx19A-qKymEDRYB,Add a set of sonoma bath towels to the cart and apply a coupon code for free shipping in kohls,https://www.kohls.com,mind_2_web_train,transactional_commerce,commerce_platform
ODAiMd9KUjC7Jv7eodHqp,Add a pack of toilet paper and a bottle of laundry detergent to your Amazon cart with the lowest total price in amazon,https://www.amazon.com,mind_2_web_train,transactional_commerce,commerce_platform
NqIhBKgfMnt9rIGrSuSdK,"Buy a pop rock album CD from the United Kingdom that was released in 2016, is between £15 and £20 and in perfect condition in discogs",https://www.discogs.com,mind_2_web_train,transactional_commerce,commerce_platform
nej7uc83sGQeppBxH8WOh,Add the ghost frame to your avatar using steam points in store.steampowered,https://store.steampowered.com,mind_2_web_train,transactional_commerce,commerce_platform
KBZ6-_jZXfSqzE--JG56z,Buy the cheapest copy of King of Tokyo on GeekMarket that ships to Canada in boardgamegeek,https://boardgamegeek.com,mind_2_web_train,transactional_commerce,commerce_platform
JXQ4jTD6VxC2xGJ_-_7wC,"Find a woman t-shirt in xl size from merchandise section, add 2 pieces to the cart and check out in last.fm",https://www.last.fm,mind_2_web_train,media_consumption,media_library_platform
hknt-JMtNFsM7--Ltpmth,Search for Gingerbread cakes recipe and add ingredients to cart in instacart,https://www.instacart.com,mind_2_web_train,transactional_commerce,commerce_platform
HcPPT8nkL7GMwvC7dpEEH,"Add a parking button code for my company Boston Legal located near Boston Navy Yard, and the button should be 160x400 pixels, and the parking spot should be within 15 miles of my address in parking",https://parking.com,mind_2_web_train,navigation_geospatial,information_reference_platform
gNTYI3w9lZ873T4b3TDUV,"Find the cheapest Samsung-made and larger than 11-inch screen Android tablet, in the price range of 200 to 300 dollars and add it to the cart in newegg",https://www.newegg.com,mind_2_web_train,transactional_commerce,commerce_platform
GUBDO0r64SaN_ZrxcSaHg,Change your store to the one nearest to 07055 in carmax,https://www.carmax.com,mind_2_web_train,automotive_services,reservation_service_platform
GHJZbAame0r4eMAutWlIc,Browse for trending women sports bras and add 3 trending black bras to Wishlist in underarmour,https://www.underarmour.com,mind_2_web_train,transactional_commerce,commerce_platform
gDB083_WaqyuVYLxOBqGc,"Search for queen-size pillow protectors from the Marriot shop, and if found, add two pieces to the cart and checkout in marriott",https://www.marriott.com,mind_2_web_train,travel_booking,reservation_service_platform
G9loIxEGp65LZuukhMp9Z,Open the list of reviews I wrote about my games in store.steampowered,https://steamcommunity.com,mind_2_web_train,other,information_reference_platform
FoP8QZ-JiAcVODUHGQj8v,"Buy a single day pass to Six Flags, Magic Mountain in sixflags",https://www.sixflags.com,mind_2_web_train,travel_booking,reservation_service_platform
FJhgPij4tIeKSS_rBJ1qC,"Add a blue iPad to your cart and select the option for free engraving with ""hello world"" with no other accessaries in apple",https://www.apple.com,mind_2_web_train,other,information_reference_platform
ExAjHuxov2758pk_-H6nk,"Find a multi-purpose painting tool available for pick up at zip 44240, if the brand Red Devil is available, add the cheapest one to the wishlist and view my complete wish list in menards",https://www.menards.com,mind_2_web_train,transactional_commerce,commerce_platform
DKVD-ophgCKtDzTA6T65R,Find a Blue iPhone 12 Pro 128gb and add to cart in ebay,https://www.ebay.com,mind_2_web_train,transactional_commerce,commerce_platform
C42_KpE7T8UhZTmGhVLi3,"Add a new address to the account. The address is 2983 Marietta Street,  APT 2. Business name is Buck in instacart",https://www.instacart.com,mind_2_web_train,transactional_commerce,commerce_platform
BFldiHVgJokdXs0UEIbuK,Change the language to UK English and the currency to Euros in thetrainline,https://www.thetrainline.com,mind_2_web_train,travel_booking,reservation_service_platform
A4-lOKiaLuPDD4VO0MJY6,Book 2 tickets for stand-up comedian Dave Chappelle and the roots shows in ticketcenter,https://www.ticketcenter.com,mind_2_web_train,travel_booking,reservation_service_platform
929keTrf4xpR9_pVpoN11,"Sell my parking space in Houston. Name: James Smith, Email: buckeye.foobar@gmail.com, phone: 8888888888. Address: 123rd st in spothero",https://spothero.com,mind_2_web_train,navigation_geospatial,information_reference_platform
8zdFjA1w6mKbU4_paQU_6,Delete the history of what i heard recently in soundcloud,https://soundcloud.com,mind_2_web_train,media_consumption,media_library_platform
8Rb4YIIUnrFeu3JmhQHBK,Order an adult’s bottomless bubbles package for Joe Bloggs who is booked onto cruise 101010 in carnival,https://www.carnival.com,mind_2_web_train,travel_booking,reservation_service_platform
7zz6HbWiPfZ8dhCo_5CsY,Add Western Digital internal SSD with 1TB storage and 8GB Ram DDR to the cart in newegg,https://www.newegg.com,mind_2_web_train,transactional_commerce,commerce_platform
4SfHe_KvpzaITQzGO6MVB,Add a smartwatch to the cart that is compatible with an iPhone in amazon,https://www.amazon.com,mind_2_web_train,transactional_commerce,commerce_platform
17p9b8a_Nl6WTv0ZbvPAQ,"Find a store in Los Angeles, California, and set Riverside as my store and add a card from that store to my favorites in carmax",https://www.carmax.com,mind_2_web_train,automotive_services,reservation_service_platform
11NjzxVqFi4znYzbDe0Ma,Edit my movie watchlist in imdb,https://www.imdb.com,mind_2_web_train,media_consumption,media_library_platform
3RLzqsxoItEoOZlm3dwjy,Add a e-gift card to bag of $100 for recipient John and email address abc@test.com from buckeye.foobar@gmail.com with message gift card on underarmour,https://www.underarmour.com,mind_2_web_test,transactional_commerce,commerce_platform
Bvywj9SzJD5eYeZrtYY3m,"Add the first wireless headphones to your cart with a budget of $100 or less, that has an active noise-cancelling feature on amazon",https://www.amazon.com,mind_2_web_test,transactional_commerce,commerce_platform
CPdTwa57mKJJiZPQg2542,Add formula 1 to my followed sports on foxsports,https://www.foxsports.com,mind_2_web_test,media_consumption,media_library_platform
DAabNkqk7gX0dHEcC0sbd,"Find 32"" Curved monitor and add the third one to the wish list on newegg",https://www.newegg.com,mind_2_web_test,transactional_commerce,commerce_platform
FtCFJNz4WhhewmINgVRu5,Select a E-Gift card and add to cart with Best Wishes as a message. Send it to James Smith with email abc@abc.com on rei,https://www.rei.com,mind_2_web_test,transactional_commerce,commerce_platform
fuEsXYy-LGfFLHqNw9zWt,Add a front load washing machine under $800 to the cart on menards.,https://www.menards.com,mind_2_web_test,transactional_commerce,commerce_platform
jfjr1xGSPsucAuuUEBwCR,Add to my wish list the highest rated activity in Amsterdam on viator,https://www.viator.com,mind_2_web_test,travel_booking,reservation_service_platform
p5Rh2uknkoIwgRqseo6wB,Find bluetooth vertical mouse with most reviews and add two to my shopping cart on newegg.,https://www.newegg.com,mind_2_web_test,transactional_commerce,commerce_platform
QiIBNsu__PJ_wBbTxAzvf,Add a Swivel vacuum under $150 to my cart on menards.,https://www.menards.com,mind_2_web_test,transactional_commerce,commerce_platform
rG7Bw2NN2bQ7CRchbMrAq,Add The Wire to the watchlist on tvguide,https://www.tvguide.com,mind_2_web_test,media_consumption,media_library_platform
rUyFGVLAMz748JXIqLlqE,Add Pro Display XDR with nano texture to bag with all the accessories on apple,https://www.apple.com,mind_2_web_test,other,information_reference_platform
SxYhvlAHYqr92CmFHyHhq,Browse the list of top 250 movies and add the first one to my watchlist on imdb,https://www.imdb.com,mind_2_web_test,media_consumption,media_library_platform
v5stCvJH8fYQhg1gqTxc8,Book the cheapest parking spot near Bradley Airport on spothero,https://spothero.com,mind_2_web_test,navigation_geospatial,information_reference_platform
wi4SWrbpRBBQkq5cR9bmD,Create a new list called Bathroom Remodeling on menards,https://www.menards.com,mind_2_web_test,transactional_commerce,commerce_platform
Amazon--5,Find a Blue iPhone 12 Pro 128gb and add to cart.,https://www.amazon.com,web_voyager,transactional_commerce,commerce_platform
Amazon--15,"Find a pair of mens running shoes in black, size 7, 4+ stars and under $50 and add them to my cart on Amazon.",https://www.amazon.com,web_voyager,transactional_commerce,commerce_platform
Amazon--20,Search for a wireless ergonomic keyboard with backlighting and a rating of at least 4 stars. The price should be between $40 to $60. Save the product with the 500+ customer reviews.,https://www.amazon.com,web_voyager,transactional_commerce,commerce_platform
Apple--9,"Check the Apple Store for the availability of the latest iPhone model and schedule an in-store pickup at the nearest Apple Store for January 10, 2024.",https://www.apple.com,web_voyager,other,information_reference_platform
Apple--17,Search Apple for the accessory Smart Folio for iPad and check the closest pickup availability next to zip code 90038.,https://www.apple.com,web_voyager,other,information_reference_platform
Apple--22,Find out the trade-in value for an iPhone 13 Pro Max in good condition on the Apple website.,https://www.apple.com,web_voyager,other,information_reference_platform
